City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description,Date
260,Zemio,CF,5.0314,25.1361,71.83,58,12,3.22,few clouds,2022-11-17 20:27:03
261,Umm Kaddadah,SD,13.6017,26.6876,71.69,22,0,14.65,clear sky,2022-11-17 20:27:03
262,Iqaluit,CA,63.7506,-68.5145,10.13,79,100,9.22,overcast clouds,2022-11-17 20:27:04
263,Alyangula,AU,-13.8483,136.4192,84.07,55,100,2.53,overcast clouds,2022-11-17 20:27:04
264,Upernavik,GL,72.7868,-56.1549,10.2,78,100,6.87,overcast clouds,2022-11-17 20:27:05
265,Leh,IN,34.1667,77.5833,14.23,60,3,2.46,clear sky,2022-11-17 20:17:53
266,Darhan,MN,49.4867,105.9228,29.86,44,100,3.29,overcast clouds,2022-11-17 20:27:05
267,Nhulunbuy,AU,-12.2333,136.7667,79.41,89,78,0.0,broken clouds,2022-11-17 20:27:05
268,Kawalu,ID,-7.3817,108.2082,72.34,98,100,1.32,overcast clouds,2022-11-17 20:27:06
269,Caravelas,BR,-17.7125,-39.2481,72.57,95,100,9.37,overcast clouds,2022-11-17 20:27:06
270,Haimen,CN,23.1935,116.6142,69.69,90,0,6.33,clear sky,2022-11-17 20:27:07
271,Hofn,IS,64.2539,-15.2082,45.59,95,96,10.92,overcast clouds,2022-11-17 20:27:07
272,Margate,GB,51.3813,1.3862,48.11,82,100,5.01,overcast clouds,2022-11-17 20:27:08
273,Georgetown,MY,5.4112,100.3354,80.24,93,40,0.0,scattered clouds,2022-11-17 20:27:08
274,Port Blair,IN,11.6667,92.75,78.76,83,100,4.52,overcast clouds,2022-11-17 20:27:09
275,Bhikangaon,IN,21.8667,75.95,65.12,46,0,5.41,clear sky,2022-11-17 20:27:09
276,Faya,SA,18.3851,42.4509,59.11,72,3,2.57,clear sky,2022-11-17 20:17:14
277,Cabo San Lucas,MX,22.8909,-109.9124,83.61,65,20,9.22,few clouds,2022-11-17 20:26:52
278,Torbay,CA,47.6666,-52.7314,49.75,92,100,31.07,overcast clouds,2022-11-17 20:28:10
279,Constitucion,CL,-35.3333,-72.4167,65.55,67,30,17.76,scattered clouds,2022-11-17 20:25:56
280,Ngunguru,NZ,-35.6167,174.5,63.88,88,100,10.89,overcast clouds,2022-11-17 20:20:36
281,Taunggyi,MM,20.7833,97.0333,57.0,95,47,0.83,scattered clouds,2022-11-17 20:28:10
282,Moose Factory,CA,51.2585,-80.6094,19.4,73,100,9.22,overcast clouds,2022-11-17 20:28:11
283,Stephenville,US,32.2207,-98.2023,60.93,29,0,6.91,clear sky,2022-11-17 20:28:11
284,Port Lincoln,AU,-34.7333,135.8667,65.26,51,100,20.38,overcast clouds,2022-11-17 20:28:11
285,Tiksi,RU,71.6872,128.8694,-8.99,93,100,4.83,overcast clouds,2022-11-17 20:28:12
286,North Bend,US,43.4065,-124.2243,54.07,81,40,8.05,scattered clouds,2022-11-17 20:28:12
287,Sept-Iles,CA,50.2001,-66.3821,28.4,77,75,8.05,broken clouds,2022-11-17 20:28:12
288,Savannah Bight,HN,16.45,-85.85,83.71,66,95,11.45,overcast clouds,2022-11-17 20:28:13
289,Ancud,CL,-41.8697,-73.8203,57.79,86,100,8.99,overcast clouds,2022-11-17 20:28:13
290,Bairiki,KI,1.3292,172.9752,82.4,69,40,10.36,scattered clouds,2022-11-17 20:28:13
291,Bathsheba,BB,13.2167,-59.5167,84.81,70,75,19.57,broken clouds,2022-11-17 20:28:14
292,Touros,BR,-5.1989,-35.4608,80.11,67,40,15.19,scattered clouds,2022-11-17 20:28:15
293,Hongjiang,CN,27.11,109.9956,56.98,94,100,3.36,overcast clouds,2022-11-17 20:28:15
294,Klaksvik,FO,62.2266,-6.589,47.32,85,100,33.51,light rain,2022-11-17 20:28:16
295,Rudbar,AF,30.15,62.6,65.44,18,56,8.25,broken clouds,2022-11-17 20:28:16
296,Lavumisa,SZ,-27.31,31.892,70.25,90,0,2.21,clear sky,2022-11-17 20:28:17
297,Karratha,AU,-20.7377,116.8463,66.97,54,0,17.0,clear sky,2022-11-17 20:28:17
298,Sugar Hill,US,34.1065,-84.0335,49.73,40,0,6.91,clear sky,2022-11-17 20:28:17
299,Lugovoy,KZ,42.9472,72.7644,31.06,73,100,4.36,overcast clouds,2022-11-17 20:28:18
300,Cap Malheureux,MU,-19.9842,57.6142,68.47,63,38,1.99,scattered clouds,2022-11-17 20:28:18
301,Srednekolymsk,RU,67.45,153.6833,-17.52,94,93,13.09,overcast clouds,2022-11-17 20:28:19
302,Hami,CN,42.8,93.45,38.01,62,100,8.75,overcast clouds,2022-11-17 20:28:19
303,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,30.07,86,100,5.75,light snow,2022-11-17 20:28:20
304,Kuminskiy,RU,58.6667,66.5667,-10.28,98,5,4.25,clear sky,2022-11-17 20:28:20
305,Kirakira,SB,-10.4544,161.9205,80.33,82,97,4.36,overcast clouds,2022-11-17 20:27:58
306,Luanda,AO,-8.8368,13.2343,77.0,83,75,5.75,broken clouds,2022-11-17 20:27:05
307,Fort Collins,US,40.5853,-105.0844,26.82,82,100,4.61,mist,2022-11-17 20:28:21
308,Valparaiso,CL,-33.0393,-71.6273,70.03,84,0,12.66,clear sky,2022-11-17 20:27:01
309,Grand Gaube,MU,-20.0064,57.6608,68.38,63,51,4.0,broken clouds,2022-11-17 20:20:33
310,Kavaratti,IN,10.5669,72.642,81.97,72,0,5.64,clear sky,2022-11-17 20:18:42
311,Lahaina,US,20.8783,-156.6825,82.81,76,13,3.76,few clouds,2022-11-17 20:28:21
312,Ati,TD,13.2154,18.3353,80.74,18,4,12.46,clear sky,2022-11-17 20:28:21
313,Inuvik,CA,68.3499,-133.7218,25.66,54,40,6.91,scattered clouds,2022-11-17 20:28:22
314,Natal,BR,-5.795,-35.2094,81.25,69,40,13.8,scattered clouds,2022-11-17 20:28:22
315,Tindwari,IN,25.6167,80.5333,63.52,39,0,3.71,clear sky,2022-11-17 20:28:23
316,San Quintin,MX,30.4833,-115.95,67.23,26,100,7.4,overcast clouds,2022-11-17 20:28:23
317,Fallon,US,39.4735,-118.7774,49.91,41,40,4.61,scattered clouds,2022-11-17 20:28:23
318,Korla,CN,41.7597,86.1469,33.96,44,6,1.59,clear sky,2022-11-17 20:28:24
319,Ahipara,NZ,-35.1667,173.1667,61.38,95,100,9.64,light rain,2022-11-17 20:28:24
320,Laguna,US,38.421,-121.4238,67.64,46,0,3.44,clear sky,2022-11-17 20:28:25
321,Carmen,MX,18.6333,-91.8333,82.44,78,40,8.05,scattered clouds,2022-11-17 20:27:32
322,Oxapampa,PE,-10.5775,-75.4017,69.06,78,87,2.46,light rain,2022-11-17 20:28:25
323,Nacala,MZ,-14.5428,40.6728,77.61,79,35,7.49,scattered clouds,2022-11-17 20:28:26
324,Maragogi,BR,-9.0122,-35.2225,78.69,76,89,7.76,overcast clouds,2022-11-17 20:28:26
325,Muyezerskiy,RU,63.9333,31.65,23.38,99,71,1.79,broken clouds,2022-11-17 20:29:26
326,Boden,SE,65.8252,21.6886,15.8,81,7,3.31,clear sky,2022-11-17 20:29:27
327,Ouanaminthe,HT,19.55,-71.7333,89.2,50,92,15.52,overcast clouds,2022-11-17 20:29:27
328,Nanortalik,GL,60.1432,-45.2371,20.66,80,92,5.23,light snow,2022-11-17 20:29:27
329,Ust-Kuyga,RU,70.0167,135.6,-32.22,99,92,7.74,overcast clouds,2022-11-17 20:29:28
330,Robertsport,LR,6.7533,-11.3686,80.2,80,64,9.75,broken clouds,2022-11-17 20:29:28
331,Nizhneangarsk,RU,55.7833,109.55,25.88,85,100,5.93,overcast clouds,2022-11-17 20:29:28
332,Kabare,CD,-2.4683,28.8242,61.34,97,98,2.15,moderate rain,2022-11-17 20:29:29
333,Wadena,US,46.4425,-95.1361,24.84,74,100,17.27,overcast clouds,2022-11-17 20:25:20
334,Bezhta,RU,42.1338,46.1283,34.34,79,14,2.39,few clouds,2022-11-17 20:29:29
335,Sabha,LY,27.0377,14.4283,66.27,23,49,7.85,scattered clouds,2022-11-17 20:29:30
336,Pangnirtung,CA,66.1451,-65.7125,-5.48,96,85,5.28,overcast clouds,2022-11-17 20:29:30
337,Mirnyy,RU,62.5353,113.9611,-12.77,76,96,8.99,overcast clouds,2022-11-17 20:29:30
338,Markova,UA,48.6758,24.4138,32.36,99,100,2.62,light snow,2022-11-17 20:29:30
339,Samarai,PG,-10.6167,150.6667,82.18,79,97,10.87,overcast clouds,2022-11-17 20:29:31
340,Podosinovets,RU,60.2776,47.0659,12.74,96,37,4.14,scattered clouds,2022-11-17 20:29:31
341,Kamien Pomorski,PL,53.9685,14.7726,32.36,70,1,16.84,clear sky,2022-11-17 20:29:32
342,Lorengau,PG,-2.0226,147.2712,81.21,70,100,6.6,overcast clouds,2022-11-17 20:29:32
343,Ampanihy,MG,-24.7,44.75,70.45,76,0,5.35,clear sky,2022-11-17 20:29:32
344,Whitehaven,GB,54.549,-3.5841,45.66,100,100,4.0,overcast clouds,2022-11-17 20:29:33
345,Maracaju,BR,-21.6144,-55.1683,86.72,33,0,8.55,clear sky,2022-11-17 20:29:33
346,Ostersund,SE,63.1792,14.6357,16.61,100,20,11.01,few clouds,2022-11-17 20:29:33
347,Aykhal,RU,66.0,111.5,-17.45,99,100,3.18,overcast clouds,2022-11-17 20:29:34
348,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.4,80,100,8.05,overcast clouds,2022-11-17 20:29:34
349,Gavrilovka Vtoraya,RU,52.877,42.7663,31.66,99,100,4.81,light snow,2022-11-17 20:29:34
350,Cherskiy,RU,68.75,161.3,-11.25,99,100,7.47,overcast clouds,2022-11-17 20:29:35
351,Saint-Louis,SN,16.3333,-15.0,89.74,18,64,8.9,broken clouds,2022-11-17 20:29:35
352,Tuatapere,NZ,-46.1333,167.6833,53.53,97,100,3.04,overcast clouds,2022-11-17 20:29:35
353,Tutoia,BR,-2.7619,-42.2744,81.14,76,37,10.8,scattered clouds,2022-11-17 20:29:36
354,Balkanabat,TM,39.5108,54.3671,59.4,53,1,8.01,clear sky,2022-11-17 20:29:36
355,Les Cayes,HT,18.2,-73.75,81.32,77,85,5.35,light rain,2022-11-17 20:29:36
356,Choya,RU,52.0108,86.5467,22.39,91,100,1.41,overcast clouds,2022-11-17 20:29:37
357,Talara,PE,-4.5772,-81.2719,74.16,68,0,13.8,clear sky,2022-11-17 20:29:37
358,Chokurdakh,RU,70.6333,147.9167,-11.02,96,99,6.15,overcast clouds,2022-11-17 20:29:37
359,Alexandria,EG,31.2156,29.9553,59.54,56,0,1.48,clear sky,2022-11-17 20:28:29
360,Pechenga,RU,69.5259,31.1703,32.68,87,91,3.78,overcast clouds,2022-11-17 20:29:38
361,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,10.99,67,0,4.47,clear sky,2022-11-17 20:29:38
362,Krasnoselkup,RU,65.7,82.4667,6.21,78,100,24.94,overcast clouds,2022-11-17 20:29:38
363,Rio Grande,BR,-32.035,-52.0986,86.11,49,34,8.14,scattered clouds,2022-11-17 20:26:54
364,Meulaboh,ID,4.1363,96.1285,74.86,90,100,4.18,overcast clouds,2022-11-17 20:29:38
365,Barrafranca,IT,37.3791,14.2011,58.12,89,6,5.66,clear sky,2022-11-17 20:29:39
366,Norman Wells,CA,65.282,-126.8329,-0.36,85,20,0.0,few clouds,2022-11-17 20:29:39
367,Stettler,CA,52.3168,-112.7186,8.35,85,100,8.05,overcast clouds,2022-11-17 20:29:40
368,Inta,RU,66.0317,60.1659,8.74,85,100,34.29,overcast clouds,2022-11-17 20:29:40
369,Owen Sound,CA,44.5672,-80.9435,30.88,77,100,5.99,overcast clouds,2022-11-17 20:29:40
370,Teknaf,BD,20.8624,92.3058,69.12,68,0,7.16,clear sky,2022-11-17 20:29:41
371,Necochea,AR,-38.5473,-58.7368,62.33,72,51,5.97,broken clouds,2022-11-17 20:30:41
372,Ust-Koksa,RU,50.2696,85.6108,9.86,93,100,1.39,overcast clouds,2022-11-17 20:30:41
373,El Tigre,VE,8.8875,-64.2454,83.07,60,100,6.58,overcast clouds,2022-11-17 20:30:42
374,Demir Kapija,MK,41.405,22.2489,57.49,82,98,2.35,overcast clouds,2022-11-17 20:30:42
375,Nusaybin,TR,37.0778,41.2178,52.23,81,2,2.46,clear sky,2022-11-17 20:30:42
376,Sahuaripa,MX,29.05,-109.2333,74.73,24,0,5.66,clear sky,2022-11-17 20:30:43
377,Koumac,NC,-20.5667,164.2833,78.64,71,95,7.31,overcast clouds,2022-11-17 20:30:43
378,Ucluelet,CA,48.9329,-125.5528,55.09,52,0,6.22,clear sky,2022-11-17 20:28:18
379,Soure,BR,-0.7167,-48.5233,81.12,75,51,12.01,light rain,2022-11-17 20:30:44
380,Burgeo,CA,47.6167,-57.6152,40.66,81,100,27.89,overcast clouds,2022-11-17 20:30:44
381,Airai,TL,-8.9266,125.4092,61.16,86,81,1.86,broken clouds,2022-11-17 20:30:44
382,Cayenne,GF,4.9333,-52.3333,87.84,62,0,10.36,clear sky,2022-11-17 20:27:01
383,Port Hedland,AU,-20.3167,118.5667,69.85,73,0,12.66,clear sky,2022-11-17 20:30:45
384,Chisec,GT,15.8167,-90.2833,80.83,89,55,1.79,light rain,2022-11-17 20:30:45
385,Lanxi,CN,29.2195,119.477,58.68,94,52,2.33,broken clouds,2022-11-17 20:30:45
386,Nishihara,JP,26.1842,127.7558,74.48,97,100,10.36,overcast clouds,2022-11-17 20:30:46
387,Dhidhdhoo,MV,6.8833,73.1,81.09,77,60,6.49,broken clouds,2022-11-17 20:30:46
388,Tomatlan,MX,19.9333,-105.25,87.98,43,0,6.82,clear sky,2022-11-17 20:30:47
389,Skibbereen,IE,51.55,-9.2667,50.11,78,13,18.34,few clouds,2022-11-17 20:30:47
390,Codrington,AU,-38.2667,141.9667,48.81,87,10,10.89,clear sky,2022-11-17 20:30:47
391,Leyland,GB,53.6979,-2.6876,49.66,94,100,8.72,light rain,2022-11-17 20:30:48
392,Mumbwa,ZM,-14.9783,27.0619,71.04,55,2,2.57,clear sky,2022-11-17 20:30:48
393,Biscarrosse,FR,44.3945,-1.1672,57.15,72,75,13.8,broken clouds,2022-11-17 20:30:48
394,Gizo,SB,-8.103,156.8419,82.83,74,72,4.9,broken clouds,2022-11-17 20:30:49
395,Alamogordo,US,32.8995,-105.9603,59.59,36,0,4.61,clear sky,2022-11-17 20:26:56
396,Bom Jesus,BR,-9.0744,-44.3586,79.3,67,99,4.52,light rain,2022-11-17 20:30:49
397,Patiya,BD,22.2931,91.9762,61.93,93,0,5.99,clear sky,2022-11-17 20:30:50
398,Phuket,TH,8.0,98.25,85.12,93,20,0.0,few clouds,2022-11-17 20:30:50
399,Huntsville,US,34.7304,-86.5861,47.39,38,0,5.75,clear sky,2022-11-17 20:30:29
400,Longkou,CN,37.6508,120.3286,52.39,81,55,7.07,broken clouds,2022-11-17 20:30:51
401,Tongliao,CN,43.6125,122.2653,23.74,81,14,5.28,few clouds,2022-11-17 20:30:37
402,Diffa,NE,13.3154,12.6113,74.48,22,34,9.26,scattered clouds,2022-11-17 20:30:51
403,Xining,CN,36.6167,101.7667,33.01,89,100,2.01,overcast clouds,2022-11-17 20:30:51
404,Palimbang,PH,6.2106,124.1894,77.85,85,100,4.25,light rain,2022-11-17 20:30:52
405,Almaznyy,RU,48.0448,40.045,49.28,95,100,19.91,light rain,2022-11-17 20:30:52
406,Padang,ID,-0.9492,100.3543,75.79,88,100,3.56,light rain,2022-11-17 20:30:52
407,Sobolevo,RU,54.4299,31.8996,24.64,83,97,9.93,overcast clouds,2022-11-17 20:30:52
408,Praya,CV,14.9215,-23.5087,79.34,61,20,11.5,few clouds,2022-11-17 20:30:53
409,Rocha,UY,-34.4833,-54.3333,77.11,53,73,9.06,broken clouds,2022-11-17 20:29:27
410,Oranjemund,NA,-28.55,16.4333,59.38,87,15,11.86,few clouds,2022-11-17 20:30:53
411,Mezen,RU,65.8522,44.24,29.43,95,100,9.4,light snow,2022-11-17 20:30:53
412,Yerbogachen,RU,61.2767,108.0108,-20.0,99,69,3.27,broken clouds,2022-11-17 20:30:54
413,Harnoli,PK,32.2792,71.5539,64.54,25,0,3.76,clear sky,2022-11-17 20:30:54
414,Qui Nhon,VN,13.7667,109.2333,76.19,92,20,6.69,few clouds,2022-11-17 20:30:55
415,Valdivia,CL,-39.8142,-73.2459,68.09,67,100,6.53,light rain,2022-11-17 20:31:05
416,Faanui,PF,-16.4833,-151.75,79.3,75,69,4.25,light rain,2022-11-17 20:31:55
417,Alugan,PH,12.2188,125.4808,79.05,86,100,5.91,overcast clouds,2022-11-17 20:31:55
418,Amasya,TR,40.6667,35.8333,56.88,45,94,7.11,overcast clouds,2022-11-17 20:29:51
419,Myaundzha,RU,63.0494,147.1858,-23.51,100,100,0.45,overcast clouds,2022-11-17 20:31:56
420,Badarwas,IN,24.9667,77.5667,58.98,44,0,4.76,clear sky,2022-11-17 20:31:56
421,Vallenar,CL,-28.5708,-70.7581,84.67,34,0,7.81,clear sky,2022-11-17 20:30:30
422,Awjilah,LY,29.1081,21.2869,67.32,26,0,11.63,clear sky,2022-11-17 20:31:56
423,Anzhero-Sudzhensk,RU,56.081,86.0285,11.53,95,99,1.7,overcast clouds,2022-11-17 20:31:43
424,Cabedelo,BR,-6.9811,-34.8339,81.27,75,10,11.12,clear sky,2022-11-17 20:31:57
425,Avera,US,33.194,-82.5271,54.55,28,7,8.84,clear sky,2022-11-17 20:31:57
426,Santa Rosa,PH,14.3122,121.1114,77.09,93,100,8.16,overcast clouds,2022-11-17 20:27:08
427,Ocampo,MX,21.65,-101.5,71.37,26,3,11.07,clear sky,2022-11-17 20:31:57
428,Kapuskasing,CA,49.4169,-82.4331,19.49,73,100,9.22,overcast clouds,2022-11-17 20:31:58
429,Huntingdon,GB,52.3305,-0.1865,49.78,83,100,19.98,moderate rain,2022-11-17 20:31:58
430,Kazanka,UA,47.8462,32.8218,35.51,94,100,15.08,light rain,2022-11-17 20:31:58
431,Pontevedra,ES,42.431,-8.6444,56.3,94,23,1.19,few clouds,2022-11-17 20:31:58
432,Pringsewu,ID,-5.3582,104.9744,73.02,92,100,2.26,overcast clouds,2022-11-17 20:31:59
433,Algiers,DZ,36.7525,3.042,64.22,72,20,5.75,few clouds,2022-11-17 20:30:01
434,Qidong,CN,31.8128,121.6561,60.93,79,95,12.08,overcast clouds,2022-11-17 20:31:59
435,Sistranda,NO,63.7256,8.834,42.76,46,56,29.48,broken clouds,2022-11-17 20:31:13
436,Sitka,US,57.0531,-135.33,44.49,70,20,4.61,few clouds,2022-11-17 20:32:00
437,Effingham,US,32.3669,-81.3332,50.9,51,100,6.38,overcast clouds,2022-11-17 20:30:20
438,Mangrol,IN,21.1167,70.1167,74.89,39,0,8.48,clear sky,2022-11-17 20:32:00
439,Marsh Harbour,BS,26.5412,-77.0636,76.75,79,45,19.55,light rain,2022-11-17 20:32:01
440,Fukue,JP,32.6881,128.8419,63.55,61,71,13.96,broken clouds,2022-11-17 20:32:02
441,Wanaka,NZ,-44.7,169.15,59.74,78,75,2.95,broken clouds,2022-11-17 20:30:24
442,Dasoguz,TM,41.8363,59.9666,42.75,61,0,11.5,clear sky,2022-11-17 20:32:02
443,Sangmelima,CM,2.9333,11.9833,67.57,95,96,2.64,overcast clouds,2022-11-17 20:32:03
444,Duldurga,RU,50.6761,113.5931,16.47,97,82,2.06,broken clouds,2022-11-17 20:32:03
445,Canelones,UY,-34.6444,-56.2886,78.82,47,75,11.5,light rain,2022-11-17 20:32:03
446,Palu,ID,-0.8917,119.8707,75.69,94,100,2.91,heavy intensity rain,2022-11-17 20:32:04
447,Portland,US,45.5234,-122.6762,50.61,53,0,21.85,clear sky,2022-11-17 20:32:04
448,Waipawa,NZ,-41.4122,175.5153,60.13,86,35,6.17,scattered clouds,2022-11-17 20:32:05
449,Kruisfontein,ZA,-34.0033,24.7314,62.89,70,100,2.84,overcast clouds,2022-11-17 20:32:05
450,Ode,NG,7.7899,5.7117,76.57,54,97,4.5,overcast clouds,2022-11-17 20:32:06
451,Pocone,BR,-16.2567,-56.6228,97.7,13,10,3.04,clear sky,2022-11-17 20:32:06
452,Bubaque,GW,11.2833,-15.8333,83.25,75,100,10.49,overcast clouds,2022-11-17 20:32:06
453,Aqtobe,KZ,50.2797,57.2072,26.69,74,40,20.13,scattered clouds,2022-11-17 20:32:07
454,Lompoc,US,34.6391,-120.4579,74.79,36,0,12.66,clear sky,2022-11-17 20:32:07
455,Bara,NG,10.3744,10.7288,76.51,30,88,6.78,overcast clouds,2022-11-17 20:32:07
456,Gamba,GA,-2.65,10.0,74.41,90,99,5.73,overcast clouds,2022-11-17 20:32:08
457,Lata,PT,40.1629,-8.3327,58.82,95,86,4.27,overcast clouds,2022-11-17 20:32:08
458,Fairmont,US,39.4851,-80.1426,35.38,78,100,1.01,overcast clouds,2022-11-17 20:32:08
459,Pasighat,IN,28.0667,95.3333,60.49,65,3,3.49,clear sky,2022-11-17 20:28:58
460,Esfarayen,IR,37.0765,57.5101,47.86,52,100,3.87,light rain,2022-11-17 20:32:09
461,Victor Harbor,AU,-35.5667,138.6167,59.68,80,98,11.27,overcast clouds,2022-11-17 20:32:09
462,Sakakah,SA,29.9697,40.2064,60.37,50,4,4.74,clear sky,2022-11-17 20:32:10
463,Sorong,ID,-0.8833,131.25,79.11,87,100,4.94,overcast clouds,2022-11-17 20:33:10
464,Zhengjiatun,CN,43.5064,123.5064,29.73,70,0,6.8,clear sky,2022-11-17 20:33:10
465,Martapura,ID,-3.4167,114.85,77.09,100,75,6.91,moderate rain,2022-11-17 20:33:11
466,Grindavik,IS,63.8424,-22.4338,46.35,87,40,24.16,scattered clouds,2022-11-17 20:33:11
467,Guerrero Negro,MX,27.9769,-114.0611,73.02,24,0,2.89,clear sky,2022-11-17 20:28:58
468,Manggar,ID,-2.8833,108.2667,79.56,82,100,5.61,overcast clouds,2022-11-17 20:33:12
469,Malko Tarnovo,BG,41.9833,27.5333,54.79,87,14,10.8,few clouds,2022-11-17 20:33:12
470,Salta,AR,-24.7859,-65.4117,90.19,30,0,13.8,clear sky,2022-11-17 20:30:35
471,Tiquisio,CO,8.5597,-74.2669,82.89,93,100,0.87,overcast clouds,2022-11-17 20:33:13
472,Shelburne,CA,44.0787,-80.2041,29.91,80,90,9.82,overcast clouds,2022-11-17 20:33:14
473,Kadoma,JP,34.7333,135.5833,49.98,82,0,3.44,clear sky,2022-11-17 20:33:15
474,Brigantine,US,39.4101,-74.3646,45.01,50,20,21.99,few clouds,2022-11-17 20:33:15
475,Kavieng,PG,-2.5744,150.7967,82.87,69,100,9.91,overcast clouds,2022-11-17 20:33:16
476,Sibolga,ID,1.7427,98.7792,74.46,89,100,3.36,overcast clouds,2022-11-17 20:33:16
477,Bodden Town,KY,19.2833,-81.25,84.99,72,20,12.66,few clouds,2022-11-17 20:33:17
478,Viedma,AR,-40.8135,-62.9967,79.59,36,2,19.42,clear sky,2022-11-17 20:33:17
479,Acopiara,BR,-6.0953,-39.4525,87.64,34,14,5.48,few clouds,2022-11-17 20:33:17
480,Denpasar,ID,-8.65,115.2167,78.46,88,20,8.05,moderate rain,2022-11-17 20:33:18
481,Adrar,MR,20.5022,-10.0711,73.54,14,0,9.17,clear sky,2022-11-17 20:33:18
482,Kismayo,SO,-0.3582,42.5454,79.57,81,99,11.45,overcast clouds,2022-11-17 20:33:18
483,Sabang,ID,5.8933,95.3214,81.34,74,100,15.46,overcast clouds,2022-11-17 20:33:19
484,Singaparna,ID,-7.3515,108.111,71.08,96,100,0.76,overcast clouds,2022-11-17 20:33:20
485,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,73.54,99,100,3.74,moderate rain,2022-11-17 20:33:20
486,Aksha,RU,50.2814,113.2867,14.81,96,99,1.57,overcast clouds,2022-11-17 20:33:21
487,Nome,US,64.5011,-165.4064,35.67,93,100,16.11,mist,2022-11-17 20:33:21
488,Kalisz,PL,51.7611,18.091,29.55,80,7,8.55,clear sky,2022-11-17 20:33:21
489,Cambridge,CA,43.3601,-80.3127,34.93,80,100,14.97,overcast clouds,2022-11-17 20:33:22
490,Parthenay,FR,46.6667,-0.4167,49.95,84,62,14.12,broken clouds,2022-11-17 20:33:22
491,Mawlaik,MM,23.6333,94.4167,61.74,91,0,1.25,clear sky,2022-11-17 20:33:22
492,Manoel Urbano,BR,-8.8389,-69.2597,85.12,60,100,3.94,overcast clouds,2022-11-17 20:33:23
493,Chekhov,RU,55.1431,37.4711,21.15,91,100,10.25,overcast clouds,2022-11-17 20:33:23
494,Sungai Besar,MY,3.6746,100.9867,77.07,88,100,4.79,light rain,2022-11-17 20:33:24
495,Paraiso,CR,9.8383,-83.8656,76.06,78,60,5.39,broken clouds,2022-11-17 20:33:25
496,Seoul,KR,37.5683,126.9778,44.04,97,0,3.44,fog,2022-11-17 20:29:04
497,Price,US,39.5994,-110.8107,43.12,32,0,3.44,clear sky,2022-11-17 20:30:28
498,Charters Towers,AU,-20.1,146.2667,74.75,78,47,9.48,scattered clouds,2022-11-17 20:33:25
499,Lower Hutt,NZ,-41.2167,174.9167,66.81,86,100,4.61,overcast clouds,2022-11-17 20:33:26
500,Skjervoy,NO,70.0311,20.9714,32.0,42,43,6.69,scattered clouds,2022-11-17 20:33:26
501,Antalaha,MG,-14.9003,50.2788,73.54,86,57,1.36,broken clouds,2022-11-17 20:33:27
502,Khonsa,IN,27.0167,95.5667,53.94,79,2,3.62,clear sky,2022-11-17 20:33:27
503,Douentza,ML,14.9951,-2.9517,77.11,16,72,5.26,broken clouds,2022-11-17 20:33:28
504,Coahuayana,MX,18.7333,-103.6833,87.37,62,0,6.22,clear sky,2022-11-17 20:33:29
505,Roma,US,43.2128,-75.4557,34.83,80,100,23.02,snow,2022-11-17 20:33:29
506,Beatrice,US,40.2681,-96.747,37.18,38,100,26.46,overcast clouds,2022-11-17 20:30:42
507,Atambua,ID,-9.1061,124.8925,75.25,86,89,1.92,overcast clouds,2022-11-17 20:33:30
508,Hamilton,US,39.1834,-84.5333,31.87,68,100,14.97,overcast clouds,2022-11-17 20:30:15
509,Berlevag,NO,70.8578,29.0864,41.0,87,75,11.5,broken clouds,2022-11-17 20:33:32
510,Geraldton,AU,-28.7667,114.6,55.81,88,40,6.91,light rain,2022-11-17 20:31:22
511,Baruun-Urt,MN,46.6806,113.2792,26.51,51,100,5.41,overcast clouds,2022-11-17 20:34:30
512,Whitehorse,CA,60.7161,-135.0538,15.82,90,100,0.0,overcast clouds,2022-11-17 20:30:29
513,Jiuquan,CN,39.7432,98.5174,32.02,37,86,7.16,overcast clouds,2022-11-17 20:34:31
514,Tezpur,IN,26.6333,92.8,60.24,84,5,4.56,clear sky,2022-11-17 20:34:31
515,Diglur,IN,18.55,77.6,63.09,61,1,1.79,clear sky,2022-11-17 20:34:32
516,Merauke,ID,-8.4667,140.3333,78.75,89,100,5.03,overcast clouds,2022-11-17 20:34:32
517,Camacha,PT,33.0833,-16.3333,67.42,73,40,9.22,scattered clouds,2022-11-17 20:34:32
518,Broken Hill,AU,-31.95,141.4333,59.36,42,44,13.56,scattered clouds,2022-11-17 20:33:47
519,Butka,RU,56.7179,63.7866,-3.59,96,5,3.4,clear sky,2022-11-17 20:32:22
520,Itaqui,BR,-29.1253,-56.5531,89.94,21,0,13.56,clear sky,2022-11-17 20:34:33
521,Kabo,CF,7.6994,18.629,76.14,34,100,2.46,overcast clouds,2022-11-17 20:34:33
522,Pingliang,CN,35.5392,106.6861,43.68,56,100,7.7,overcast clouds,2022-11-17 20:34:34
523,Vasai,IN,19.47,72.8,77.09,44,0,7.4,clear sky,2022-11-17 20:31:57
